Item #,CPT/HCPCS Code,Description,Modifier,NDC,UOM,NRV,Gross Charge,Cash price,Min insurance pmt,Max insurance pmt,"AARP/UHC MHMO - AARP Medicare Advantage Plans, Dual Complete Special Needs Plans, UnitedHealthcare Medicare Advantage PASSPORT, UnitedHealthcare Medicare Advantage PPO","Aetna Commercial - HMO, POS, PPO EPO, HDHP","Ambetter - Ambetter Bronze, Silver, and Gold plans",Amerigroup - TennCare,"Amerivantage MHMO - Amerivantage Balance Plus (HMO), Amerivantage Classic Plus (HMO-POS), Amerivantage Full Dual Coordination (HMO D-SNP), Amerivantage Dual Premier (HMO D-SNP), Amerivantage Classic (HMO), Amerivantage Balance, Dual Coordination (HMO D-SNP)",Beechstreet - PPO,Blount County Government Cigna via Allegiance,Blue Cross Networks P&S,BlueCare - TennCare,"BlueAdvantage MHMO - BlueAdvantage Sapphire (PPO), BlueAdvantage Freedom (PPO), BlueCare Plus (HMO D-SNP), BlueCare Plus Choice (HMO D-SNP), BlueAdvantage Emerald (PPO), BlueAdvantage Ruby (PPO), BlueAdvantage Diamond (PPO)","Cigna - Connect, HMO, Indemnity, LocalPlus, OAP/Open Access Plus, PPO",Coventry - PPO,"Humana - HMO, Indemnity, POS, PPO","Humana Gold Plus HMO, HumanaChoice PPO, HumanaChoice Regional PPO, Humana Gold Plus SNP-DE",Multiplan - PPO,TennCare Select - TennCare,Three Rivers - PPO,UHC Community Plan - TennCare,"UnitedHealthcare - All Savers Health Plan, Heritage/UHC of the River Valley, Sures, TN Individual Exchange Benefit Plan, UHC Choice/Choice Plus, UHC Choice Advanced/Choice Plus Advanced, UHC Core/Core Essential, UHC EDGE, UHC Navigate, UHC Options PPO","WellCare - Wellcare Dual Access (HMO D-SNP), Wellcare Giveback Open (PPO), Wellcare No Premium (HMO-POS), Wellcare No Premium (PPO), Wellcare Assist (HMO), Wellcare Giveback (HMO), Wellcare Patriot Giveback (HMO-POS)"
3618319,C1713,SUTURE ANCHOR ULTRABRAID #2 COBRAID,,,,0278,$683.00,$232.22,$202.00,$614.70,N/A,$614.70,N/A,N/A,N/A,$573.72,$341.50,N/A,$202.00,N/A,N/A,$443.95,N/A,N/A,$546.40,$202.00,$546.40,N/A,N/A,N/A
3618320,,SUTURETAPE MINI COBRAID WHITE,,,,0272,$262.00,$89.08,$128.12,$235.80,N/A,$235.80,N/A,N/A,N/A,$220.08,$144.10,N/A,N/A,N/A,$128.12,N/A,N/A,N/A,$209.60,N/A,$209.60,N/A,N/A,N/A
3618321,,SUTURE BRAID PARCUS WHT/BLU WHT/BLK,,,,0272,$23.00,$7.82,$11.25,$20.70,N/A,$20.70,N/A,N/A,N/A,$19.32,$12.65,N/A,N/A,N/A,$11.25,N/A,N/A,N/A,$18.40,N/A,$18.40,N/A,N/A,N/A
3618322,,SUTURE MINITAPE COBRAID BLUE,,,,0272,$437.00,$148.58,$213.69,$393.30,N/A,$393.30,N/A,N/A,N/A,$367.08,$240.35,N/A,N/A,N/A,$213.69,N/A,N/A,N/A,$349.60,N/A,$349.60,N/A,N/A,N/A
3618324,,DEVCE CLOSURE SKIN ZIPLINE 16CM,,,,0272,$611.00,$207.74,$298.78,$549.90,N/A,$549.90,N/A,N/A,N/A,$513.24,$336.05,N/A,N/A,N/A,$298.78,N/A,N/A,N/A,$488.80,N/A,$488.80,N/A,N/A,N/A
3618325,,DEVCE CLOSURE SKIN ZIPLINE 24CM,,,,0272,$448.00,$152.32,$219.07,$403.20,N/A,$403.20,N/A,N/A,N/A,$376.32,$246.40,N/A,N/A,N/A,$219.07,N/A,N/A,N/A,$358.40,N/A,$358.40,N/A,N/A,N/A
3618329,,SUTURE FIBERTAPE CERCLAGE,,,,0272,$450.00,$153.00,$220.05,$405.00,N/A,$405.00,N/A,N/A,N/A,$378.00,$247.50,N/A,N/A,N/A,$220.05,N/A,N/A,N/A,$360.00,N/A,$360.00,N/A,N/A,N/A
3618330,,SUTURE GENERAL,,,,0270,$41.00,$13.94,$20.05,$36.90,N/A,$36.90,N/A,N/A,N/A,$34.44,$22.55,N/A,N/A,N/A,$20.05,N/A,N/A,N/A,$32.80,N/A,$32.80,N/A,N/A,N/A
3618331,,SUTURE FIBERTAPE,,,,0272,$430.00,$146.20,$210.27,$387.00,N/A,$387.00,N/A,N/A,N/A,$361.20,$236.50,N/A,N/A,N/A,$210.27,N/A,N/A,N/A,$344.00,N/A,$344.00,N/A,N/A,N/A
3618332,,SUTURE STRATAFIX PDO PLUS CTX VIO,,,,0272,$140.00,$47.60,$68.46,$126.00,N/A,$126.00,N/A,N/A,N/A,$117.60,$77.00,N/A,N/A,N/A,$68.46,N/A,N/A,N/A,$112.00,N/A,$112.00,N/A,N/A,N/A
3618333,,SUTURE PDS,,,,0272,$81.00,$27.54,$39.61,$72.90,N/A,$72.90,N/A,N/A,N/A,$68.04,$44.55,N/A,N/A,N/A,$39.61,N/A,N/A,N/A,$64.80,N/A,$64.80,N/A,N/A,N/A
3618334,,SUTURE PROLENE 0,,,,0272,$135.00,$45.90,$66.02,$121.50,N/A,$121.50,N/A,N/A,N/A,$113.40,$74.25,N/A,N/A,N/A,$66.02,N/A,N/A,N/A,$108.00,N/A,$108.00,N/A,N/A,N/A
3618335,,SUTURE LASSO,,,,0270,$548.00,$186.32,$267.97,$493.20,N/A,$493.20,N/A,N/A,N/A,$460.32,$301.40,N/A,N/A,N/A,$267.97,N/A,N/A,N/A,$438.40,N/A,$438.40,N/A,N/A,N/A
3618338,C1713,ANCH SUTURETAK BIOCOMPOSITE,,,,0278,"$1,447.00",$491.98,$325.00,"$1,302.30",N/A,"$1,302.30",N/A,N/A,N/A,"$1,215.48",$723.50,N/A,$325.00,N/A,$552.75,$940.55,$557.10,N/A,"$1,157.60",$325.00,"$1,157.60",N/A,$502.11,N/A
3618339,,"SUTURE CHROMIC GUT 5-0 RB-1 27""",,,,0272,$16.00,$5.44,$7.82,$14.40,N/A,$14.40,N/A,N/A,N/A,$13.44,$8.80,N/A,N/A,N/A,$7.82,N/A,N/A,N/A,$12.80,N/A,$12.80,N/A,N/A,N/A
3618341,,SUTURE STRATAFIX 2-0 PDO,,,,0270,$137.00,$46.58,$66.99,$123.30,N/A,$123.30,N/A,N/A,N/A,$115.08,$75.35,N/A,N/A,N/A,$66.99,N/A,N/A,N/A,$109.60,N/A,$109.60,N/A,N/A,N/A
3618342,,SUTURE STRATAFIX 0 PDO MH,,,,0270,$95.00,$32.30,$46.46,$85.50,N/A,$85.50,N/A,N/A,N/A,$79.80,$52.25,N/A,N/A,N/A,$46.46,N/A,N/A,N/A,$76.00,N/A,$76.00,N/A,N/A,N/A
3618343,,SUTURE TIGERLINK,,,,0270,$263.00,$89.42,$128.61,$236.70,N/A,$236.70,N/A,N/A,N/A,$220.92,$144.65,N/A,N/A,N/A,$128.61,N/A,N/A,N/A,$210.40,N/A,$210.40,N/A,N/A,N/A
3618344,,SUTURE TIGERSTICK,,,,0272,$250.00,$85.00,$122.25,$225.00,N/A,$225.00,N/A,N/A,N/A,$210.00,$137.50,N/A,N/A,N/A,$122.25,N/A,N/A,N/A,$200.00,N/A,$200.00,N/A,N/A,N/A
3618346,,SUTURE STRATAFIX SPIRAL PDS,,,,0272,$104.00,$35.36,$50.86,$93.60,N/A,$93.60,N/A,N/A,N/A,$87.36,$57.20,N/A,N/A,N/A,$50.86,N/A,N/A,N/A,$83.20,N/A,$83.20,N/A,N/A,N/A
3618380,,SYMPHION RESECTING DEVICE,,,,0272,"$3,578.00","$1,216.52","$1,749.64","$3,220.20",N/A,"$3,220.20",N/A,N/A,N/A,"$3,005.52","$1,967.90",N/A,N/A,N/A,"$1,749.64",N/A,N/A,N/A,"$2,862.40",N/A,"$2,862.40",N/A,N/A,N/A
3618415,C1713,SYSTEM PLATE HUMERAL SPS TORNIER,,,,0278,"$8,325.00","$2,830.50","$2,134.29","$7,492.50",N/A,"$7,492.50",N/A,N/A,N/A,"$6,993.00","$4,162.50",N/A,"$2,134.29",N/A,"$3,180.15","$5,411.25","$3,205.13",N/A,"$6,660.00","$2,134.29","$6,660.00",N/A,"$2,888.78",N/A
3618417,C1713,SYSTEM IMPLANT FHL 7.0MM,,,,0278,"$1,208.00",$410.72,$345.00,"$1,087.20",N/A,"$1,087.20",N/A,N/A,N/A,"$1,014.72",$604.00,N/A,$345.00,N/A,$461.46,$785.20,$465.08,N/A,$966.40,$345.00,$966.40,N/A,$419.18,N/A
3618418,,SYSTEM MENISCAL ULTRA FAST-FIX,,,,0278,"$1,663.00",$565.42,$475.00,"$1,496.70",N/A,"$1,496.70",N/A,N/A,N/A,"$1,396.92",$831.50,N/A,$475.00,N/A,$635.27,"$1,080.95",$640.26,N/A,"$1,330.40",$475.00,"$1,330.40",N/A,$577.06,N/A
3618419,C1713,SYSTEM MINI-SCORPION CPR DX,,,,0278,"$4,380.00","$1,489.20","$1,095.00","$3,942.00",N/A,"$3,942.00",N/A,N/A,N/A,"$3,679.20","$2,190.00",N/A,"$1,095.00",N/A,"$1,673.16","$2,847.00","$1,686.30",N/A,"$3,504.00","$1,095.00","$3,504.00",N/A,"$1,519.86",N/A
3618420,C1713,SYSTEM PLATE PLANTAR REPAIR GRAVITY,,,,0278,"$5,144.00","$1,748.96","$1,286.00","$4,629.60",N/A,"$4,629.60",N/A,N/A,N/A,"$4,320.96","$2,572.00",N/A,"$1,286.00",N/A,"$1,965.01","$3,343.60","$1,980.44",N/A,"$4,115.20","$1,286.00","$4,115.20",N/A,"$1,784.97",N/A
3618421,,SYSTEM BONE MARROW ASPIRATION,,,,0272,"$4,200.00","$1,428.00","$2,053.80","$3,780.00",N/A,"$3,780.00",N/A,N/A,N/A,"$3,528.00","$2,310.00",N/A,N/A,N/A,"$2,053.80",N/A,N/A,N/A,"$3,360.00",N/A,"$3,360.00",N/A,N/A,N/A
3618422,,SYSTEM FLUID MANAGEMENT KIT FLUENT,,,,0272,"$3,150.00","$1,071.00","$1,540.35","$2,835.00",N/A,"$2,835.00",N/A,N/A,N/A,"$2,646.00","$1,732.50",N/A,N/A,N/A,"$1,540.35",N/A,N/A,N/A,"$2,520.00",N/A,"$2,520.00",N/A,N/A,N/A
3618423,,SYSTEM KIT REPAIR ACUTE AC KNOTLESS,,,,0272,"$6,844.00","$2,326.96","$3,346.72","$6,159.60",N/A,"$6,159.60",N/A,N/A,N/A,"$5,748.96","$3,764.20",N/A,N/A,N/A,"$3,346.72",N/A,N/A,N/A,"$5,475.20",N/A,"$5,475.20",N/A,N/A,N/A
3618425,,TAPE GLOW-N-TELL,,,,0270,$275.00,$93.50,$134.48,$247.50,N/A,$247.50,N/A,N/A,N/A,$231.00,$151.25,N/A,N/A,N/A,$134.48,N/A,N/A,N/A,$220.00,N/A,$220.00,N/A,N/A,N/A
3618426,C1713,SYS FAST FIX 360,,,,0278,"$1,861.00",$632.74,$430.87,"$1,674.90",N/A,"$1,674.90",N/A,N/A,N/A,"$1,563.24",$930.50,N/A,$430.87,N/A,$710.90,"$1,209.65",$716.49,N/A,"$1,488.80",$430.87,"$1,488.80",N/A,$645.77,N/A
3618427,C1713,SYSTEM IMPLANT MPFL,,,,0278,"$5,948.00","$2,022.32","$1,487.00","$5,353.20",N/A,"$5,353.20",N/A,N/A,N/A,"$4,996.32","$2,974.00",N/A,"$1,487.00",N/A,"$2,272.14","$3,866.20","$2,289.98",N/A,"$4,758.40","$1,487.00","$4,758.40",N/A,"$2,063.96",N/A
3618428,C1713,SYS PROXIMAL TENODESIS,,,,0278,"$2,878.00",$978.52,$675.00,"$2,590.20",N/A,"$2,590.20",N/A,N/A,N/A,"$2,417.52","$1,439.00",N/A,$675.00,N/A,"$1,099.40","$1,870.70","$1,108.03",N/A,"$2,302.40",$675.00,"$2,302.40",N/A,$998.67,N/A
3618429,,SYSTEM BONE GRAFT,,,,0272,"$2,310.00",$785.40,"$1,129.59","$2,079.00",N/A,"$2,079.00",N/A,N/A,N/A,"$1,940.40","$1,270.50",N/A,N/A,N/A,"$1,129.59",N/A,N/A,N/A,"$1,848.00",N/A,"$1,848.00",N/A,N/A,N/A
3618430,,DRILL BIT 3.5MM TARGETER W/ QC 71173402,,,,0272,$544.00,$184.96,$266.02,$489.60,N/A,$489.60,N/A,N/A,N/A,$456.96,$299.20,N/A,N/A,N/A,$266.02,N/A,N/A,N/A,$435.20,N/A,$435.20,N/A,N/A,N/A
3618431,C1713,IMPL SYS SPDBRDG ACHILLES MDSBST,,,,0278,"$4,095.00","$1,392.30",$975.00,"$3,685.50",N/A,"$3,685.50",N/A,N/A,N/A,"$3,439.80","$2,047.50",N/A,$975.00,N/A,"$1,564.29","$2,661.75","$1,576.58",N/A,"$3,276.00",$975.00,"$3,276.00",N/A,"$1,420.97",N/A
3618432,C1713,KIT TIGHTROPE PLATE SYNDES BUTTRESS DUAL,,,,0278,"$8,813.00","$2,996.42","$2,350.00","$7,931.70",N/A,"$7,931.70",N/A,N/A,N/A,"$7,402.92","$4,406.50",N/A,"$2,350.00",N/A,"$3,366.57","$5,728.45","$3,393.01",N/A,"$7,050.40","$2,350.00","$7,050.40",N/A,"$3,058.11",N/A
3618433,C1713,SYSTEM MENISCAL ROOT REPAIR,,,,0278,"$2,433.00",$827.22,$811.20,"$2,189.70",N/A,"$2,189.70",N/A,N/A,N/A,"$2,043.72","$1,216.50",N/A,$811.20,N/A,$929.41,"$1,581.45",$936.71,N/A,"$1,946.40",$811.20,"$1,946.40",N/A,$844.25,N/A
3618434,C1713,SYSTEM FIXATION STAPLE FUSEFORCE,,,,0278,"$4,508.00","$1,532.72","$1,127.00","$4,057.20",N/A,"$4,057.20",N/A,N/A,N/A,"$3,786.72","$2,254.00",N/A,"$1,127.00",N/A,"$1,722.06","$2,930.20","$1,735.58",N/A,"$3,606.40","$1,127.00","$3,606.40",N/A,"$1,564.28",N/A
3618436,C1713,SYSTEM AUTOPLEX,,,,0278,"$1,819.00",$618.46,$631.19,"$1,637.10",N/A,"$1,637.10",N/A,N/A,N/A,"$1,527.96",$909.50,N/A,"$1,612.00",N/A,$694.86,"$1,182.35",$700.32,N/A,"$1,455.20","$1,612.00","$1,455.20",N/A,$631.19,N/A
3618437,,SYSTEM SPINAL TRUSS,,,,0278,"$8,625.00","$2,932.50","$2,300.00","$7,762.50",N/A,"$7,762.50",N/A,N/A,N/A,"$7,245.00","$4,312.50",N/A,"$2,300.00",N/A,"$3,294.75","$5,606.25","$3,320.63",N/A,"$6,900.00","$2,300.00","$6,900.00",N/A,"$2,992.88",N/A
3618438,C1713,SYSTEM DELIVERY TENODESIS BICEPS BC,,,,0278,"$4,400.00","$1,496.00",$975.00,"$3,960.00",N/A,"$3,960.00",N/A,N/A,N/A,"$3,696.00","$2,200.00",N/A,$975.00,N/A,"$1,680.80","$2,860.00","$1,694.00",N/A,"$3,520.00",$975.00,"$3,520.00",N/A,"$1,526.80",N/A
3618439,,SYSTEM SPINAL CERVICAL TOMCAT,,,,0278,"$14,907.00","$5,068.38","$3,975.15","$13,416.30",N/A,"$13,416.30",N/A,N/A,N/A,"$12,521.88","$7,453.50",N/A,"$3,975.15",N/A,"$5,694.47","$9,689.55","$5,739.20",N/A,"$11,925.60","$3,975.15","$11,925.60",N/A,"$5,172.73",N/A
3618440,,SYSTEM FIXATION SORBAFIX,,,,0272,"$1,733.00",$589.22,$847.44,"$1,559.70",N/A,"$1,559.70",N/A,N/A,N/A,"$1,455.72",$953.15,N/A,N/A,N/A,$847.44,N/A,N/A,N/A,"$1,386.40",N/A,"$1,386.40",N/A,N/A,N/A
3618441,C1776,SYSTEM SHOULDER LINER POLY TRABECULAR,,,,0278,"$3,176.00","$1,079.84",$833.00,"$2,858.40",N/A,"$2,858.40",N/A,N/A,N/A,"$2,667.84","$1,588.00",N/A,$833.00,N/A,"$1,213.23","$2,064.40","$1,222.76",N/A,"$2,540.80",$833.00,"$2,540.80",N/A,"$1,102.07",N/A
3618442,,SYSTEM AUTOLOGOUS ACP DUAL-SYR,,,,0272,$823.00,$279.82,$402.45,$740.70,N/A,$740.70,N/A,N/A,N/A,$691.32,$452.65,N/A,N/A,N/A,$402.45,N/A,N/A,N/A,$658.40,N/A,$658.40,N/A,N/A,N/A
3618444,,TH PREP KIT,,,,0270,"$1,295.00",$440.30,$633.26,"$1,165.50",N/A,"$1,165.50",N/A,N/A,N/A,"$1,087.80",$712.25,N/A,N/A,N/A,$633.26,N/A,N/A,N/A,"$1,036.00",N/A,"$1,036.00",N/A,N/A,N/A
3618445,C1776,TH SN FEMORAL HEAD OX,,,,0278,"$13,463.00","$4,577.42","$2,119.41","$12,116.70",N/A,"$12,116.70",N/A,N/A,N/A,"$11,308.92","$6,731.50",N/A,"$2,119.41",N/A,"$5,142.87","$8,750.95","$5,183.26",N/A,"$10,770.40","$2,119.41","$10,770.40",N/A,"$4,671.66",N/A
3618446,C1776,TH SN LINER,,,,0278,"$4,400.00","$1,496.00",$173.68,"$3,960.00",N/A,"$3,960.00",N/A,N/A,N/A,"$3,696.00","$2,200.00",N/A,$173.68,N/A,"$1,680.80","$2,860.00","$1,694.00",N/A,"$3,520.00",$173.68,"$3,520.00",N/A,"$1,526.80",N/A
3618450,,SUTURE TAPE XBRAID,,,,0272,$319.00,$108.46,$155.99,$287.10,N/A,$287.10,N/A,N/A,N/A,$267.96,$175.45,N/A,N/A,N/A,$155.99,N/A,N/A,N/A,$255.20,N/A,$255.20,N/A,N/A,N/A
3618452,,TENDON ACHILLES W/O BONE BLOCK >160MM,,,,0278,"$6,967.00","$2,368.78","$1,741.63","$6,270.30",N/A,"$6,270.30",N/A,N/A,N/A,"$5,852.28","$3,483.50",N/A,"$1,741.63",N/A,"$2,661.39","$4,528.55","$2,682.30",N/A,"$5,573.60","$1,741.63","$5,573.60",N/A,"$2,417.55",N/A
3618453,,TISSUE TENDON TIBIALIS ANTERIOR,,,,0278,"$6,680.00","$2,271.20","$1,669.91","$6,012.00",N/A,"$6,012.00",N/A,N/A,N/A,"$5,611.20","$3,340.00",N/A,"$1,669.91",N/A,"$2,551.76","$4,342.00","$2,571.80",N/A,"$5,344.00","$1,669.91","$5,344.00",N/A,"$2,317.96",N/A
3618454,,TISSUEMEND 5X6CM SQ CM,,,,0636,$373.00,$126.82,$298.40,$335.70,N/A,$335.70,N/A,N/A,N/A,$313.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$298.40,N/A,$298.40,N/A,N/A,N/A
3618456,Q4133,TISSUE GRAFIX ALLO PLAC 3X4CM SQ CM,,,,0636,$425.00,$144.50,$61.98,$382.50,N/A,$382.50,N/A,N/A,N/A,$357.00,N/A,N/A,$328.02,N/A,N/A,N/A,N/A,N/A,$340.00,$374.76,$340.00,$61.98,$0.00,N/A
3618457,,TISSUE TEND SPEEDGRAFT,,,,0278,"$8,625.00","$2,932.50","$2,300.00","$7,762.50",N/A,"$7,762.50",N/A,N/A,N/A,"$7,245.00","$4,312.50",N/A,"$2,300.00",N/A,"$3,294.75","$5,606.25","$3,320.63",N/A,"$6,900.00","$2,300.00","$6,900.00",N/A,"$2,992.88",N/A
3618458,Q4100,TISSUE ALLOGRAFT SOMAGEN PER SQ CM,,,,0636,$253.00,$86.02,$202.40,$227.70,N/A,$227.70,N/A,N/A,N/A,$212.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$202.40,N/A,$202.40,$0.00,$0.00,N/A
3618459,C1776,TH TOTAL HIP METAL STRYKER/DEPUY,,,,0278,"$15,750.00","$5,355.00","$4,200.00","$14,175.00",N/A,"$14,175.00",N/A,N/A,N/A,"$13,230.00","$7,875.00",N/A,"$4,200.00",N/A,"$6,016.50","$10,237.50","$6,063.75",N/A,"$12,600.00","$4,200.00","$12,600.00",N/A,"$5,465.25",N/A
3618460,C1776,TK IMP JOINT DEVICE,,,,0278,"$7,000.00","$2,380.00","$1,750.00","$6,300.00",N/A,"$6,300.00",N/A,N/A,N/A,"$5,880.00","$3,500.00",N/A,"$1,750.00",N/A,"$2,674.00","$4,550.00","$2,695.00",N/A,"$5,600.00","$1,750.00","$5,600.00",N/A,"$2,429.00",N/A
3618461,C1776,TK KNEE TOTAL PARTIAL STRYKER,,,,0278,"$14,625.00","$4,972.50","$3,900.00","$13,162.50",N/A,"$13,162.50",N/A,N/A,N/A,"$12,285.00","$7,312.50",N/A,"$3,900.00",N/A,"$5,586.75","$9,506.25","$5,630.63",N/A,"$11,700.00","$3,900.00","$11,700.00",N/A,"$5,074.88",N/A
3618462,C1776,TS SHOULDER TOTAL REVERSE STRYKER,,,,0278,"$26,250.00","$8,925.00","$7,500.00","$23,625.00",N/A,"$23,625.00",N/A,N/A,N/A,"$22,050.00","$13,125.00",N/A,"$7,500.00",N/A,"$10,027.50","$17,062.50","$10,106.25",N/A,"$21,000.00","$7,500.00","$21,000.00",N/A,"$9,108.75",N/A
3618463,C1776,HIP TOTAL HEMI LOW DEMAND BIPOL STRYKER,,,,0278,"$10,500.00","$3,570.00","$2,800.00","$9,450.00",N/A,"$9,450.00",N/A,N/A,N/A,"$8,820.00","$5,250.00",N/A,"$2,800.00",N/A,"$4,011.00","$6,825.00","$4,042.50",N/A,"$8,400.00","$2,800.00","$8,400.00",N/A,"$3,643.50",N/A
3618464,C1776,TS SHOULDER TOTAL HEMI STRYKER,,,,0278,"$14,250.00","$4,845.00","$3,800.00","$12,825.00",N/A,"$12,825.00",N/A,N/A,N/A,"$11,970.00","$7,125.00",N/A,"$3,800.00",N/A,"$5,443.50","$9,262.50","$5,486.25",N/A,"$11,400.00","$3,800.00","$11,400.00",N/A,"$4,944.75",N/A
3618465,C1776,TS TOTAL SHOULDER STRYKER,,,,0278,"$18,375.00","$6,247.50","$4,900.00","$16,537.50",N/A,"$16,537.50",N/A,N/A,N/A,"$15,435.00","$9,187.50",N/A,"$4,900.00",N/A,"$7,019.25","$11,943.75","$7,074.38",N/A,"$14,700.00","$4,900.00","$14,700.00",N/A,"$6,376.13",N/A
3618466,C1776,TS SHOULDER TOTAL REVERSE DEPUY,,,,0278,"$24,500.00","$8,330.00","$7,000.00","$22,050.00",N/A,"$22,050.00",N/A,N/A,N/A,"$20,580.00","$12,250.00",N/A,"$7,000.00",N/A,"$9,359.00","$15,925.00","$9,432.50",N/A,"$19,600.00","$7,000.00","$19,600.00",N/A,"$8,501.50",N/A
3618467,C1776,TS TOTAL SHOULDER DEPUY,,,,0278,"$15,750.00","$5,355.00","$4,200.00","$14,175.00",N/A,"$14,175.00",N/A,N/A,N/A,"$13,230.00","$7,875.00",N/A,"$4,200.00",N/A,"$6,016.50","$10,237.50","$6,063.75",N/A,"$12,600.00","$4,200.00","$12,600.00",N/A,"$5,465.25",N/A
3618468,C1776,TS SHOULDER TOTAL HEMI DEPUY,,,,0278,"$14,625.00","$4,972.50","$3,900.00","$13,162.50",N/A,"$13,162.50",N/A,N/A,N/A,"$12,285.00","$7,312.50",N/A,"$3,900.00",N/A,"$5,586.75","$9,506.25","$5,630.63",N/A,"$11,700.00","$3,900.00","$11,700.00",N/A,"$5,074.88",N/A
3618475,C1776,TK SN FEMORAL COMP,,,,0278,"$8,520.00","$2,896.80",$961.85,"$7,668.00",N/A,"$7,668.00",N/A,N/A,N/A,"$7,156.80","$4,260.00",N/A,$961.85,N/A,"$3,254.64","$5,538.00","$3,280.20",N/A,"$6,816.00",$961.85,"$6,816.00",N/A,"$2,956.44",N/A
3618476,C1776,TK SN INSERT,,,,0278,"$9,657.00","$3,283.38",$451.47,"$8,691.30",N/A,"$8,691.30",N/A,N/A,N/A,"$8,111.88","$4,828.50",N/A,$451.47,N/A,"$3,688.97","$6,277.05","$3,717.95",N/A,"$7,725.60",$451.47,"$7,725.60",N/A,"$3,350.98",N/A
3618477,C1776,TK PATELLA SMITH & NEPHEW,,,,0278,"$7,840.00","$2,665.60",$687.14,"$7,056.00",N/A,"$7,056.00",N/A,N/A,N/A,"$6,585.60","$3,920.00",N/A,$687.14,N/A,"$2,994.88","$5,096.00","$3,018.40",N/A,"$6,272.00",$687.14,"$6,272.00",N/A,"$2,720.48",N/A
3618478,C1776,TK SN TIBIA BASE,,,,0278,"$6,604.00","$2,245.36","$1,492.03","$5,943.60",N/A,"$5,943.60",N/A,N/A,N/A,"$5,547.36","$3,302.00",N/A,"$1,492.03",N/A,"$2,522.73","$4,292.60","$2,542.54",N/A,"$5,283.20","$1,492.03","$5,283.20",N/A,"$2,291.59",N/A
3618479,C1776,TK PATELLA X3 UPCHARGE,,,,0278,"$1,113.00",$378.42,$250.00,"$1,001.70",N/A,"$1,001.70",N/A,N/A,N/A,$934.92,$556.50,N/A,$250.00,N/A,$425.17,$723.45,$428.51,N/A,$890.40,$250.00,$890.40,N/A,$386.21,N/A
3618485,C1713,PLATE SEMI-TUBULAR,,,,0278,$418.00,$142.12,$142.82,$376.20,N/A,$376.20,N/A,N/A,N/A,$351.12,N/A,N/A,$142.82,N/A,N/A,N/A,N/A,N/A,$334.40,$142.82,$334.40,N/A,N/A,N/A
3618486,C1776,TOTAL SHOULDER CAP1072 SIMPLIC TORNIER,,,,0278,"$28,000.00","$9,520.00","$8,000.00","$25,200.00",N/A,"$25,200.00",N/A,N/A,N/A,"$23,520.00","$14,000.00",N/A,"$8,000.00",N/A,"$10,696.00","$18,200.00","$10,780.00",N/A,"$22,400.00","$8,000.00","$22,400.00",N/A,"$9,716.00",N/A
3618487,C1776,TOTAL SHOULDER FLEX SYSTEM CAP TORNIER,,,,0278,"$19,600.00","$6,664.00","$5,600.00","$17,640.00",N/A,"$17,640.00",N/A,N/A,N/A,"$16,464.00","$9,800.00",N/A,"$5,600.00",N/A,"$7,487.20","$12,740.00","$7,546.00",N/A,"$15,680.00","$5,600.00","$15,680.00",N/A,"$6,801.20",N/A
3618488,C1776,TOTAL SHOULDER FLEX SYSTEM CAPFLEXREV,,,,0278,"$31,500.00","$10,710.00","$9,000.00","$28,350.00",N/A,"$28,350.00",N/A,N/A,N/A,"$26,460.00","$15,750.00",N/A,"$9,000.00",N/A,"$12,033.00","$20,475.00","$12,127.50",N/A,"$25,200.00","$9,000.00","$25,200.00",N/A,"$10,930.50",N/A
3618489,C1776,TOTAL SHLDR DEPUY RVS DXTND,,,,0278,"$24,500.00","$8,330.00","$7,000.00","$22,050.00",N/A,"$22,050.00",N/A,N/A,N/A,"$20,580.00","$12,250.00",N/A,"$7,000.00",N/A,"$9,359.00","$15,925.00","$9,432.50",N/A,"$19,600.00","$7,000.00","$19,600.00",N/A,"$8,501.50",N/A
3618490,C1776,TOTAL SHLDR DEPUY RVS DXTND W/ SPCR,,,,0278,"$24,500.00","$8,330.00","$7,000.00","$22,050.00",N/A,"$22,050.00",N/A,N/A,N/A,"$20,580.00","$12,250.00",N/A,"$7,000.00",N/A,"$9,359.00","$15,925.00","$9,432.50",N/A,"$19,600.00","$7,000.00","$19,600.00",N/A,"$8,501.50",N/A
3618491,C1776,TOTAL SHLDR DEPUY RVS DXTND W/ SPCR LONG,,,,0278,"$29,925.00","$10,174.50","$6,600.00","$26,932.50",N/A,"$26,932.50",N/A,N/A,N/A,"$25,137.00","$14,962.50",N/A,"$6,600.00",N/A,"$11,431.35","$19,451.25","$11,521.13",N/A,"$23,940.00","$6,600.00","$23,940.00",N/A,"$10,383.98",N/A
3618492,C1776,TS TOTAL SHOULDER ARTHREX,,,,0278,"$24,675.00","$8,389.50","$7,050.00","$22,207.50",N/A,"$22,207.50",N/A,N/A,N/A,"$20,727.00","$12,337.50",N/A,"$7,050.00",N/A,"$9,425.85","$16,038.75","$9,499.88",N/A,"$19,740.00","$7,050.00","$19,740.00",N/A,"$8,562.23",N/A
